country,country_code_3_digit,country_code_2_digit,population,confirmed cases_counts,deaths_counts,source,reported_date
Bulgaria,BGR,BG,7000039,176,2,"Epidemic intelligence, national daily data",2020-08-14
Italy,ITA,IT,60359546,250,5,"Epidemic intelligence, national daily data",2020-02-28
Bosnia and Herzegovina,BIH,BA,3280815,0,0,"Epidemic intelligence, national daily data",2020-03-14
Kosovo,,,1798506,77,0,"Epidemic intelligence, national daily data",2020-06-18
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-01-13
Luxembourg,LUX,LU,613894,78,0,"Epidemic intelligence, national daily data",2020-10-01
Turkey,TUR,TR,82003882,1743,68,"Epidemic intelligence, national daily data",2020-09-22
Italy,ITA,IT,60359546,397,78,"Epidemic intelligence, national daily data",2020-05-27
Belarus,BLR,BY,9449321,897,6,"Epidemic intelligence, national daily data",2020-05-28
Estonia,EST,EE,1324820,1,0,"Epidemic intelligence, national daily data",2020-07-19
Italy,ITA,IT,60359546,301,26,"Epidemic intelligence, national daily data",2020-06-16
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-07-06
Jersey,JEY,JE,107796,1,0,"Epidemic intelligence, national daily data",2020-06-25
Denmark,DNK,DK,5806081,151,0,"Epidemic intelligence, national daily data",2020-03-11
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-03-01
Moldova,MDA,MD,4033963,184,7,"Epidemic intelligence, national daily data",2020-04-25
Portugal,PRT,PT,10276617,311,6,"Epidemic intelligence, national daily data",2020-06-26
Azerbaijan,AZE,AZ,10139175,493,8,"Epidemic intelligence, national daily data",2020-07-17
Portugal,PRT,PT,10276617,331,8,"Epidemic intelligence, national daily data",2020-06-05
Azerbaijan,AZE,AZ,10139175,534,5,"Epidemic intelligence, national daily data",2020-06-29
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-01-15
Romania,ROU,RO,19414458,1145,41,"Epidemic intelligence, national daily data",2020-08-10
Luxembourg,LUX,LU,613894,234,0,"Epidemic intelligence, national daily data",2020-03-26
Portugal,PRT,PT,10276617,252,14,"Epidemic intelligence, national daily data",2020-05-22
Georgia,GEO,GE,3989175,8,0,"Epidemic intelligence, national daily data",2020-03-31
Russia,RUS,RU,145934460,5159,144,"Epidemic intelligence, national daily data",2020-08-05
Bosnia and Herzegovina,BIH,BA,3280815,101,2,"Epidemic intelligence, national daily data",2020-04-30
Montenegro,MNE,ME,622182,6,0,"Epidemic intelligence, national daily data",2020-03-26
Estonia,EST,EE,1324820,14,0,"Epidemic intelligence, national daily data",2020-05-24
Armenia,ARM,AM,2963234,0,0,"Epidemic intelligence, national daily data",2020-02-08
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-02-02
Albania,ALB,AL,2862427,16,0,"Epidemic intelligence, national daily data",2020-04-02
Portugal,PRT,PT,10276617,232,6,"Epidemic intelligence, national daily data",2020-07-07
Gibraltar,GIB,GI,33691,1,0,"Epidemic intelligence, national daily data",2020-06-06
Ukraine,UKR,UA,43733759,919,13,"Epidemic intelligence, national daily data",2020-07-29
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-19
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-09-04
Poland,POL,PL,37972812,2367,34,"Epidemic intelligence, national daily data",2020-10-04
Romania,ROU,RO,19414458,345,14,"Epidemic intelligence, national daily data",2020-06-18
Isle of Man,,,85032,8,0,"Epidemic intelligence, national daily data",2020-04-09
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-08
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-01-30
Ireland,IRL,IE,4904240,401,77,"Epidemic intelligence, national daily data",2020-04-21
Poland,POL,PL,37972812,13632,153,"Epidemic intelligence, national daily data",2020-10-24
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-24
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-02-29
Slovenia,SVN,SI,2080908,3,0,"Epidemic intelligence, national daily data",2020-06-15
United Kingdom,GBR,UK,66647112,401,19,"Epidemic intelligence, national daily data",2020-07-06
Belarus,BLR,BY,9449321,180,5,"Epidemic intelligence, national daily data",2020-07-17
Turkey,TUR,TR,82003882,1412,19,"Epidemic intelligence, national daily data",2020-08-21
Bosnia and Herzegovina,BIH,BA,3280815,161,10,"Epidemic intelligence, national daily data",2020-07-08
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-05-17
Cyprus,CYP,CY,875899,0,0,"Epidemic intelligence, national daily data",2020-09-05
San Marino,SMR,SM,34453,7,0,"Epidemic intelligence, national daily data",2020-05-06
Ireland,IRL,IE,4904240,13,2,"Epidemic intelligence, national daily data",2020-07-16
Belarus,BLR,BY,9449321,0,0,"Epidemic intelligence, national daily data",2020-02-18
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-08-14
Gibraltar,GIB,GI,33691,4,0,"Epidemic intelligence, national daily data",2020-05-26
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-02-03
Greece,GRC,EL,10724599,71,2,"Epidemic intelligence, national daily data",2020-03-24
Lithuania,LTU,LT,2794184,3,1,"Epidemic intelligence, national daily data",2020-07-04
Belgium,BEL,BE,11455519,34,0,"Epidemic intelligence, national daily data",2020-03-04
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-01-12
Russia,RUS,RU,145934460,6215,160,"Epidemic intelligence, national daily data",2020-09-23
Belarus,BLR,BY,9449321,0,0,"Epidemic intelligence, national daily data",2020-01-20
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-07-10
Albania,ALB,AL,2862427,156,3,"Epidemic intelligence, national daily data",2020-08-28
Estonia,EST,EE,1324820,10,0,"Epidemic intelligence, national daily data",2020-05-19
Armenia,ARM,AM,2963234,121,4,"Epidemic intelligence, national daily data",2020-05-04
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-03-06
Montenegro,MNE,ME,622182,5,0,"Epidemic intelligence, national daily data",2020-04-16
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-02-22
Sweden,SWE,SE,10230185,1209,28,"Epidemic intelligence, national daily data",2020-06-17
Slovenia,SVN,SI,2080908,4,0,"Epidemic intelligence, national daily data",2020-06-30
Romania,ROU,RO,19414458,330,16,"Epidemic intelligence, national daily data",2020-06-21
Bulgaria,BGR,BG,7000039,211,0,"Epidemic intelligence, national daily data",2020-07-12
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-10-15
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-01-31
Finland,FIN,FI,5517919,19,0,"Epidemic intelligence, national daily data",2020-09-03
Bulgaria,BGR,BG,7000039,115,2,"Epidemic intelligence, national daily data",2020-07-27
Spain,ESP,ES,46937060,1787,688,"Epidemic intelligence, national daily data",2020-05-22
France,FRA,FR,67012883,20339,109,"Epidemic intelligence, national daily data",2020-10-10
Faroes,,,48865,5,0,"Epidemic intelligence, national daily data",2020-10-02
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-08-28
Hungary,HUN,HU,9772756,43,1,"Epidemic intelligence, national daily data",2020-03-28
Austria,AUT,AT,8858775,73,10,"Epidemic intelligence, national daily data",2020-04-21
Luxembourg,LUX,LU,613894,20,0,"Epidemic intelligence, national daily data",2020-07-07
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-10-14
Austria,AUT,AT,8858775,62,5,"Epidemic intelligence, national daily data",2020-05-09
Germany,DEU,DE,83019213,422,7,"Epidemic intelligence, national daily data",2020-07-04
Slovenia,SVN,SI,2080908,1,1,"Epidemic intelligence, national daily data",2020-05-14
Croatia,HRV,HR,4076246,9,6,"Epidemic intelligence, national daily data",2020-05-02
France,FRA,FR,67012883,0,0,"Epidemic intelligence, national daily data",2020-07-13
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-08-17
Czechia,CZE,CZ,10649800,0,0,"Epidemic intelligence, national daily data",2020-02-21
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-09-02
Kosovo,,,1798506,4,0,"Epidemic intelligence, national daily data",2020-05-29
Greece,GRC,EL,10724599,52,1,"Epidemic intelligence, national daily data",2020-07-29
Germany,DEU,DE,83019213,0,0,"Epidemic intelligence, national daily data",2020-01-24
Netherlands,NLD,NL,17282163,205,0,"Epidemic intelligence, national daily data",2020-07-28
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-08-31
Greece,GRC,EL,10724599,102,6,"Epidemic intelligence, national daily data",2020-04-01
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-02-27
San Marino,SMR,SM,34453,8,0,"Epidemic intelligence, national daily data",2020-04-05
Italy,ITA,IT,60359546,451,99,"Epidemic intelligence, national daily data",2020-05-19
Spain,ESP,ES,46937060,294,0,"Epidemic intelligence, national daily data",2020-06-02
Sweden,SWE,SE,10230185,0,0,"Epidemic intelligence, national daily data",2020-02-09
Kosovo,,,1798506,166,2,"Epidemic intelligence, national daily data",2020-10-25
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-08-28
Denmark,DNK,DK,5806081,454,0,"Epidemic intelligence, national daily data",2020-09-19
Germany,DEU,DE,83019213,305,0,"Epidemic intelligence, national daily data",2020-07-26
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-04-22
Ukraine,UKR,UA,43733759,394,13,"Epidemic intelligence, national daily data",2020-06-10
Germany,DEU,DE,83019213,353,62,"Epidemic intelligence, national daily data",2020-05-28
Armenia,ARM,AM,2963234,184,3,"Epidemic intelligence, national daily data",2020-05-15
Bulgaria,BGR,BG,7000039,0,0,"Epidemic intelligence, national daily data",2020-01-17
Moldova,MDA,MD,4033963,0,0,"Epidemic intelligence, national daily data",2020-03-10
Moldova,MDA,MD,4033963,0,0,"Epidemic intelligence, national daily data",2020-02-20
Georgia,GEO,GE,3989175,5,0,"Epidemic intelligence, national daily data",2020-07-31
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-01-23
Germany,DEU,DE,83019213,2,0,"Epidemic intelligence, national daily data",2020-02-12
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-04-10
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-01-26
Slovakia,SVK,SK,5450421,1,0,"Epidemic intelligence, national daily data",2020-06-19
Croatia,HRV,HR,4076246,0,0,"Epidemic intelligence, national daily data",2020-06-01
Portugal,PRT,PT,10276617,452,16,"Epidemic intelligence, national daily data",2020-04-07
San Marino,SMR,SM,34453,5,0,"Epidemic intelligence, national daily data",2020-05-14
France,FRA,FR,67012883,26896,54,"Epidemic intelligence, national daily data",2020-10-11
Montenegro,MNE,ME,622182,146,0,"Epidemic intelligence, national daily data",2020-09-04
Denmark,DNK,DK,5806081,65,7,"Epidemic intelligence, national daily data",2020-05-22
Slovakia,SVK,SK,5450421,37,0,"Epidemic intelligence, national daily data",2020-04-02
Bosnia and Herzegovina,BIH,BA,3280815,256,2,"Epidemic intelligence, national daily data",2020-07-19
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-01-25
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-02-06
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-01-26
Luxembourg,LUX,LU,613894,2,0,"Epidemic intelligence, national daily data",2020-05-12
Guernsey,GGY,GG,64468,22,0,"Epidemic intelligence, national daily data",2020-04-05
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-08-13
Austria,AUT,AT,8858775,108,0,"Epidemic intelligence, national daily data",2020-07-12
Norway,NOR,NO,5328212,22,0,"Epidemic intelligence, national daily data",2020-05-16
Portugal,PRT,PT,10276617,0,0,"Epidemic intelligence, national daily data",2020-02-19
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-01-05
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-01-20
Portugal,PRT,PT,10276617,264,6,"Epidemic intelligence, national daily data",2020-05-16
Croatia,HRV,HR,4076246,52,0,"Epidemic intelligence, national daily data",2020-07-22
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-02-08
Estonia,EST,EE,1324820,17,0,"Epidemic intelligence, national daily data",2020-08-27
Slovakia,SVK,SK,5450421,11,0,"Epidemic intelligence, national daily data",2020-03-13
North Macedonia,MKD,MK,2077132,289,13,"Epidemic intelligence, national daily data",2020-07-05
Bosnia and Herzegovina,BIH,BA,3280815,223,5,"Epidemic intelligence, national daily data",2020-08-14
Denmark,DNK,DK,5806081,76,6,"Epidemic intelligence, national daily data",2020-05-14
France,FRA,FR,67012883,0,0,"Epidemic intelligence, national daily data",2020-02-10
Montenegro,MNE,ME,622182,18,0,"Epidemic intelligence, national daily data",2020-04-01
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-01-10
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-02-20
Finland,FIN,FI,5517919,7,0,"Epidemic intelligence, national daily data",2020-07-09
Slovenia,SVN,SI,2080908,33,3,"Epidemic intelligence, national daily data",2020-04-10
Czechia,CZE,CZ,10649800,52,3,"Epidemic intelligence, national daily data",2020-04-24
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-01-23
Belarus,BLR,BY,9449321,170,3,"Epidemic intelligence, national daily data",2020-04-06
Armenia,ARM,AM,2963234,0,0,"Epidemic intelligence, national daily data",2020-01-25
Bosnia and Herzegovina,BIH,BA,3280815,305,5,"Epidemic intelligence, national daily data",2020-07-27
Kosovo,,,1798506,8,0,"Epidemic intelligence, national daily data",2020-03-26
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-04-16
Romania,ROU,RO,19414458,1,0,"Epidemic intelligence, national daily data",2020-03-07
Cyprus,CYP,CY,875899,5,0,"Epidemic intelligence, national daily data",2020-07-24
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-02-07
Slovakia,SVK,SK,5450421,1929,5,"Epidemic intelligence, national daily data",2020-10-16
Hungary,HUN,HU,9772756,0,0,"Epidemic intelligence, national daily data",2020-01-05
Denmark,DNK,DK,5806081,529,2,"Epidemic intelligence, national daily data",2020-10-21
Azerbaijan,AZE,AZ,10139175,77,0,"Epidemic intelligence, national daily data",2020-05-08
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-02-18
Netherlands,NLD,NL,17282163,239,2,"Epidemic intelligence, national daily data",2020-06-08
Cyprus,CYP,CY,875899,0,0,"Epidemic intelligence, national daily data",2020-02-04
Monaco,MCO,MC,33085,3,0,"Epidemic intelligence, national daily data",2020-03-27
Finland,FIN,FI,5517919,5,0,"Epidemic intelligence, national daily data",2020-07-27
Ireland,IRL,IE,4904240,38,1,"Epidemic intelligence, national daily data",2020-03-15
Lithuania,LTU,LT,2794184,59,1,"Epidemic intelligence, national daily data",2020-03-28
Gibraltar,GIB,GI,33691,1,0,"Epidemic intelligence, national daily data",2020-06-08
Denmark,DNK,DK,5806081,377,1,"Epidemic intelligence, national daily data",2020-10-06
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-05-21
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-01-20
Serbia,SRB,RS,6963764,235,4,"Epidemic intelligence, national daily data",2020-08-15
Albania,ALB,AL,2862427,67,6,"Epidemic intelligence, national daily data",2020-07-26
Albania,ALB,AL,2862427,154,5,"Epidemic intelligence, national daily data",2020-08-26
Moldova,MDA,MD,4033963,479,8,"Epidemic intelligence, national daily data",2020-09-12
Poland,POL,PL,37972812,307,22,"Epidemic intelligence, national daily data",2020-05-08
Montenegro,MNE,ME,622182,8,0,"Epidemic intelligence, national daily data",2020-03-28
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-02-03
Croatia,HRV,HR,4076246,10,0,"Epidemic intelligence, national daily data",2020-04-21
France,FRA,FR,67012883,2667,531,"Epidemic intelligence, national daily data",2020-04-22
United Kingdom,GBR,UK,66647112,4273,403,"Epidemic intelligence, national daily data",2020-04-01
Bulgaria,BGR,BG,7000039,96,6,"Epidemic intelligence, national daily data",2020-09-07
Greece,GRC,EL,10724599,21,1,"Epidemic intelligence, national daily data",2020-05-07
Georgia,GEO,GE,3989175,0,0,"Epidemic intelligence, national daily data",2020-08-30
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-07-05
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-01-27
Poland,POL,PL,37972812,567,13,"Epidemic intelligence, national daily data",2020-09-06
Portugal,PRT,PT,10276617,19,0,"Epidemic intelligence, national daily data",2020-03-13
Sweden,SWE,SE,10230185,0,0,"Epidemic intelligence, national daily data",2020-02-24
United Kingdom,GBR,UK,66647112,148,4,"Epidemic intelligence, national daily data",2020-03-11
Latvia,LVA,LV,1919968,9,0,"Epidemic intelligence, national daily data",2020-04-17
Sweden,SWE,SE,10230185,1,0,"Epidemic intelligence, national daily data",2020-02-27
Azerbaijan,AZE,AZ,10139175,124,2,"Epidemic intelligence, national daily data",2020-08-18
Bosnia and Herzegovina,BIH,BA,3280815,38,1,"Epidemic intelligence, national daily data",2020-06-16
Andorra,AND,AD,76177,14,2,"Epidemic intelligence, national daily data",2020-04-16
Bosnia and Herzegovina,BIH,BA,3280815,24,2,"Epidemic intelligence, national daily data",2020-04-29
Gibraltar,GIB,GI,33691,17,0,"Epidemic intelligence, national daily data",2020-10-15
Bosnia and Herzegovina,BIH,BA,3280815,68,4,"Epidemic intelligence, national daily data",2020-05-01
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-05-03
Norway,NOR,NO,5328212,18,1,"Epidemic intelligence, national daily data",2020-05-29
Belgium,BEL,BE,11455519,1674,246,"Epidemic intelligence, national daily data",2020-04-17
France,FRA,FR,67012883,0,107,"Epidemic intelligence, national daily data",2020-06-03
Slovakia,SVK,SK,5450421,7,0,"Epidemic intelligence, national daily data",2020-06-29
Slovakia,SVK,SK,5450421,0,0,"Epidemic intelligence, national daily data",2020-06-17
Sweden,SWE,SE,10230185,648,39,"Epidemic intelligence, national daily data",2020-06-02
Croatia,HRV,HR,4076246,36,0,"Epidemic intelligence, national daily data",2020-05-09
Denmark,DNK,DK,5806081,30,0,"Epidemic intelligence, national daily data",2020-07-11
Finland,FIN,FI,5517919,80,9,"Epidemic intelligence, national daily data",2020-04-26
Faroes,,,48865,2,0,"Epidemic intelligence, national daily data",2020-10-17
Iceland,ISL,IS,356991,85,0,"Epidemic intelligence, national daily data",2020-04-02
Armenia,ARM,AM,2963234,593,6,"Epidemic intelligence, national daily data",2020-07-02
Netherlands,NLD,NL,17282163,0,0,"Epidemic intelligence, national daily data",2020-02-11
Azerbaijan,AZE,AZ,10139175,64,0,"Epidemic intelligence, national daily data",2020-03-31
Netherlands,NLD,NL,17282163,386,145,"Epidemic intelligence, national daily data",2020-04-30
Austria,AUT,AT,8858775,4,0,"Epidemic intelligence, national daily data",2020-03-03
Bulgaria,BGR,BG,7000039,169,7,"Epidemic intelligence, national daily data",2020-08-19
Moldova,MDA,MD,4033963,786,7,"Epidemic intelligence, national daily data",2020-08-01
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-07-13
Belarus,BLR,BY,9449321,174,5,"Epidemic intelligence, national daily data",2020-08-23
North Macedonia,MKD,MK,2077132,437,6,"Epidemic intelligence, national daily data",2020-10-17
Latvia,LVA,LV,1919968,1,0,"Epidemic intelligence, national daily data",2020-07-17
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-01-29
Moldova,MDA,MD,4033963,474,6,"Epidemic intelligence, national daily data",2020-08-13
Ukraine,UKR,UA,43733759,1,0,"Epidemic intelligence, national daily data",2020-03-04
Belgium,BEL,BE,11455519,147,30,"Epidemic intelligence, national daily data",2020-05-17
Portugal,PRT,PT,10276617,0,0,"Epidemic intelligence, national daily data",2020-01-18
Bosnia and Herzegovina,BIH,BA,3280815,14,0,"Epidemic intelligence, national daily data",2020-05-19
Serbia,SRB,RS,6963764,222,6,"Epidemic intelligence, national daily data",2020-04-29
Moldova,MDA,MD,4033963,0,0,"Epidemic intelligence, national daily data",2020-02-06
Poland,POL,PL,37972812,657,7,"Epidemic intelligence, national daily data",2020-08-01
Hungary,HUN,HU,9772756,1086,14,"Epidemic intelligence, national daily data",2020-10-03
Iceland,ISL,IS,356991,21,0,"Epidemic intelligence, national daily data",2020-03-17
Azerbaijan,AZE,AZ,10139175,588,7,"Epidemic intelligence, national daily data",2020-07-02
Italy,ITA,IT,60359546,202,71,"Epidemic intelligence, national daily data",2020-06-11
Luxembourg,LUX,LU,613894,70,1,"Epidemic intelligence, national daily data",2020-03-19
Ireland,IRL,IE,4904240,847,4,"Epidemic intelligence, national daily data",2020-10-25
Albania,ALB,AL,2862427,29,0,"Epidemic intelligence, national daily data",2020-04-24
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-01-13
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-06-06
Armenia,ARM,AM,2963234,146,1,"Epidemic intelligence, national daily data",2020-05-09
Germany,DEU,DE,83019213,436,1,"Epidemic intelligence, national daily data",2020-08-10
Kosovo,,,1798506,12,0,"Epidemic intelligence, national daily data",2020-04-29
Hungary,HUN,HU,9772756,0,0,"Epidemic intelligence, national daily data",2020-01-15
Hungary,HUN,HU,9772756,0,0,"Epidemic intelligence, national daily data",2020-02-21
Moldova,MDA,MD,4033963,0,0,"Epidemic intelligence, national daily data",2020-01-18
Bosnia and Herzegovina,BIH,BA,3280815,363,5,"Epidemic intelligence, national daily data",2020-08-22
Croatia,HRV,HR,4076246,0,0,"Epidemic intelligence, national daily data",2020-02-15
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-08-04
Serbia,SRB,RS,6963764,372,7,"Epidemic intelligence, national daily data",2020-04-18
Lithuania,LTU,LT,2794184,36,0,"Epidemic intelligence, national daily data",2020-08-28
Kosovo,,,1798506,95,2,"Epidemic intelligence, national daily data",2020-06-25
Austria,AUT,AT,8858775,162,0,"Epidemic intelligence, national daily data",2020-08-17
Georgia,GEO,GE,3989175,15,1,"Epidemic intelligence, national daily data",2020-08-26
Germany,DEU,DE,83019213,286,11,"Epidemic intelligence, national daily data",2020-05-31
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-05-25
Azerbaijan,AZE,AZ,10139175,108,1,"Epidemic intelligence, national daily data",2020-10-04
Croatia,HRV,HR,4076246,204,2,"Epidemic intelligence, national daily data",2020-09-09
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-09-06
Croatia,HRV,HR,4076246,261,7,"Epidemic intelligence, national daily data",2020-09-13
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-02-08
Hungary,HUN,HU,9772756,3,4,"Epidemic intelligence, national daily data",2020-06-30
Czechia,CZE,CZ,10649800,3103,39,"Epidemic intelligence, national daily data",2020-10-12
Denmark,DNK,DK,5806081,48,0,"Epidemic intelligence, national daily data",2020-07-23
Monaco,MCO,MC,33085,2,0,"Epidemic intelligence, national daily data",2020-09-24
Germany,DEU,DE,83019213,2821,129,"Epidemic intelligence, national daily data",2020-04-12
France,FRA,FR,67012883,25086,178,"Epidemic intelligence, national daily data",2020-10-17
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-19
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-03-02
Romania,ROU,RO,19414458,293,25,"Epidemic intelligence, national daily data",2020-04-01
Armenia,ARM,AM,2963234,24,0,"Epidemic intelligence, national daily data",2020-03-21
Romania,ROU,RO,19414458,251,7,"Epidemic intelligence, national daily data",2020-04-06
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-05-27
Spain,ESP,ES,46937060,11193,239,"Epidemic intelligence, national daily data",2020-09-16
Germany,DEU,DE,83019213,0,0,"Epidemic intelligence, national daily data",2020-01-11
Iceland,ISL,IS,356991,7,0,"Epidemic intelligence, national daily data",2020-09-04
Georgia,GEO,GE,3989175,4,0,"Epidemic intelligence, national daily data",2020-03-29
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-01-29
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-06-29
Iceland,ISL,IS,356991,64,0,"Epidemic intelligence, national daily data",2020-03-22
Slovenia,SVN,SI,2080908,2,0,"Epidemic intelligence, national daily data",2020-06-20
Finland,FIN,FI,5517919,22,0,"Epidemic intelligence, national daily data",2020-08-12
Russia,RUS,RU,145934460,7113,92,"Epidemic intelligence, national daily data",2020-06-26
Slovenia,SVN,SI,2080908,1,0,"Epidemic intelligence, national daily data",2020-03-05
Turkey,TUR,TR,82003882,1185,15,"Epidemic intelligence, national daily data",2020-08-08
Finland,FIN,FI,5517919,45,0,"Epidemic intelligence, national daily data",2020-09-13
Germany,DEU,DE,83019213,745,57,"Epidemic intelligence, national daily data",2020-05-21
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-02-26
Georgia,GEO,GE,3989175,6,0,"Epidemic intelligence, national daily data",2020-03-06
Azerbaijan,AZE,AZ,10139175,70,0,"Epidemic intelligence, national daily data",2020-05-12
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-07-17
Austria,AUT,AT,8858775,67,7,"Epidemic intelligence, national daily data",2020-04-28
Portugal,PRT,PT,10276617,238,2,"Epidemic intelligence, national daily data",2020-08-02
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-03-13
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-03-07
United Kingdom,GBR,UK,66647112,0,0,"Epidemic intelligence, national daily data",2020-01-31
Denmark,DNK,DK,5806081,78,0,"Epidemic intelligence, national daily data",2020-05-16
Poland,POL,PL,37972812,759,14,"Epidemic intelligence, national daily data",2020-08-30
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-01-07
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-08-08
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-02-04
Azerbaijan,AZE,AZ,10139175,76,2,"Epidemic intelligence, national daily data",2020-09-15
Slovenia,SVN,SI,2080908,47,0,"Epidemic intelligence, national daily data",2020-09-05
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-02-14
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-01-15
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-05-02
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-08-01
Liechtenstein,LIE,LI,38378,3,0,"Epidemic intelligence, national daily data",2020-10-06
Turkey,TUR,TR,82003882,311,5,"Epidemic intelligence, national daily data",2020-03-21
Liechtenstein,LIE,LI,38378,1,0,"Epidemic intelligence, national daily data",2020-08-31
Azerbaijan,AZE,AZ,10139175,0,0,"Epidemic intelligence, national daily data",2020-01-27
Montenegro,MNE,ME,622182,0,0,"Epidemic intelligence, national daily data",2020-06-06
Armenia,ARM,AM,2963234,0,0,"Epidemic intelligence, national daily data",2020-01-03
